AccX,AccY,AccZ
0.008,-0.02,-9.886
0.036,-0.043,-9.897
0.027,-0.061,-9.831
0.03,-0.036,-9.913
0.026,-0.015,-9.859
0.029,-0.026,-9.879
0.004,0.006,-9.885
0.033,-0.048,-9.904
0.039,-0.066,-9.832
0.033,-0.047,-9.868
0.035,-0.057,-9.835
0.043,-0.04,-9.881
0.041,-0.052,-9.854
0.014,-0.021,-9.874
0.015,-0.034,-9.864
0.015,-0.03,-9.883
0.017,-0.048,-9.821
0.005,0.01,-9.863
-0.005,0.019,-9.853
-0.011,0.031,-9.867
0.003,0.012,-9.889
0.028,-0.004,-9.857
0.023,-0.043,-9.873
0.027,-0.028,-9.881
0.003,0.008,-9.879
0.013,-0.015,-9.857
0.022,-0.062,-9.916
0.006,0.021,-9.899
0.032,-0.044,-9.87
0.016,-0.03,-9.893
0.003,-0.012,-9.862
0.02,-0.013,-9.879
0.015,-0.023,-9.879
0.021,-0.02,-9.927
0.018,-0.047,-9.868
0.031,-0.039,-9.842
0.024,-0.047,-9.897
0.002,-0.009,-9.924
0.02,-0.039,-9.892
0.016,-0.052,-9.859
0.032,-0.06,-9.874
-0.02,0.034,-9.907
0.019,-0.039,-9.867
0.021,-0.023,-9.92
0.007,-0.007,-9.882
0.031,-0.055,-9.855
0.001,-0.003,-9.863
0.01,-0.014,-9.918
0.01,-0.026,-9.926
0.045,-0.047,-9.915
0.014,-0.017,-9.888
0.029,-0.02,-9.859
0.038,-0.046,-9.89
-0.012,0.025,-9.901
-0.004,-0.005,-9.858
0.064,-0.044,-9.856
0.029,-0.051,-9.866
0.008,-0.013,-9.864
0.029,-0.032,-9.897
0.013,0.007,-9.856
0.015,-0.033,-9.883
0.021,-0.033,-9.895
0.007,-0.006,-9.848
0.034,-0.026,-9.893
-0.011,0.014,-9.84
0.043,-0.066,-9.896
-0.001,-0.005,-9.908
0.015,-0.026,-9.883
-0.01,-0.008,-9.845
0.024,-0.007,-9.857
0.015,-0.032,-9.872
0.036,-0.038,-9.937
0.063,-0.071,-9.85
0.06,-0.073,-9.897
0.015,-0.03,-9.921
0.04,-0.041,-9.898
0.014,-0.042,-9.881
0.027,-0.029,-9.839
0.026,-0.032,-9.876
0.038,-0.058,-9.858
0.016,-0.044,-9.853
0.013,-0.028,-9.885
0.024,-0.034,-9.823
0.011,-0.001,-9.923
0.028,-0.028,-9.91
0.009,-0.009,-9.886
0.039,-0.047,-9.896
0.069,-0.061,-9.873
0.04,-0.069,-9.87
0.038,-0.03,-9.879
0.016,-0.045,-9.828
0.009,-0.017,-9.917
0.023,-0.033,-9.865
0.017,-0.011,-9.871
0.01,-0.045,-9.823
0.039,-0.04,-9.883
0.033,-0.031,-9.843
0.014,-0.034,-9.869
0.011,-0.021,-9.909
0.025,-0.042,-9.86
0.02,-0.044,-9.851
0.028,0,-9.838
-0.006,0.008,-9.896
0.02,-0.008,-9.846
0.007,-0.051,-9.884
0.046,-0.063,-9.862
0.023,-0.037,-9.854
-0.002,-0.03,-9.881
0.011,-0.055,-9.864
0.044,-0.083,-9.866
-0.012,0.019,-9.893
0.044,-0.057,-9.869
-0.003,-0.001,-9.867
0.015,-0.028,-9.895
0.036,-0.062,-9.854
0.032,-0.033,-9.881
0.005,-0.017,-9.851
0.034,-0.029,-9.878
0.015,-0.05,-9.859
0.022,-0.014,-9.917
0.024,-0.013,-9.882
0.02,-0.045,-9.832
0.056,-0.081,-9.853
0.027,-0.047,-9.853
0.031,-0.069,-9.893
0.024,-0.025,-9.922
0.013,-0.024,-9.865
0.012,-0.019,-9.882
0.027,-0.044,-9.882
0.032,-0.049,-9.828
0.03,-0.04,-9.904
0.032,-0.046,-9.864
0.006,-0.024,-9.878
0.016,-0.002,-9.923
0.008,-0.027,-9.855
0.044,-0.056,-9.855
0.045,-0.057,-9.854
0.033,-0.052,-9.867
0.059,-0.046,-9.892
0.029,-0.018,-9.906
0.02,-0.036,-9.88
0.03,-0.042,-9.903
0.015,-0.022,-9.93
0.033,-0.024,-9.905
0.042,-0.043,-9.862
0.033,-0.065,-9.875
0.016,-0.028,-9.874
0.019,-0.027,-9.806
0.008,-0.026,-9.881
0.038,-0.037,-9.874
0.018,-0.03,-9.913
0.009,-0.031,-9.883
0.019,-0.035,-9.865
0.002,0.007,-9.862
-0.001,-0.007,-9.795
0.027,-0.025,-9.911
0.039,-0.046,-9.878
-0.004,0.003,-9.85
-0.02,0.016,-9.944
0.015,-0.016,-9.874
-0.009,-0.02,-9.856
0.046,-0.055,-9.844
0.039,-0.077,-9.865
0.013,-0.016,-9.846
0.005,-0.027,-9.858
0.032,-0.031,-9.868
0.019,-0.03,-9.839
0.005,0.029,-9.847
0.042,-0.049,-9.879
0.019,-0.02,-9.874
0.034,-0.033,-9.833
0.009,-0.026,-9.889
0.036,-0.07,-9.865
0.016,-0.018,-9.867
0.035,-0.036,-9.87
0.028,-0.045,-9.874
0.042,-0.054,-9.88
0.038,-0.067,-9.874
0.028,-0.069,-9.897
0.032,-0.055,-9.868
0.01,-0.014,-9.852
0.024,0.014,-9.834
0.015,-0.043,-9.851
0.007,-0.021,-9.879
0.03,-0.045,-9.902
0.03,-0.017,-9.919
0.024,-0.044,-9.91
0.055,-0.043,-9.83
0.015,-0.03,-9.876
0.002,0.006,-9.909
0.03,-0.045,-9.86
-0.01,0.024,-9.822
0.018,-0.015,-9.905
0.059,-0.045,-9.866
0.009,-0.01,-9.886
0.038,-0.048,-9.898
0.009,0.024,-9.87
0.026,-0.022,-9.849
0.038,-0.046,-9.896
0.013,0.026,-9.914
0,-0.003,-9.846
0.022,-0.02,-9.851
0.022,-0.012,-9.852
0.046,-0.048,-9.888
0.017,-0.019,-9.866
0.017,-0.016,-9.869
0.023,0.003,-9.864
0.017,-0.038,-9.883
0.027,-0.058,-9.855
0.02,-0.005,-9.862
0.044,-0.072,-9.905
0.05,-0.024,-9.907
0.016,-0.021,-9.813
0.049,-0.04,-9.906
0.037,-0.05,-9.858
0.033,0,-9.901
0.043,-0.035,-9.905
0.034,-0.045,-9.882
0.035,-0.028,-9.899
0.032,-0.046,-9.879
0.059,-0.058,-9.86
0.017,-0.027,-9.894
0.004,-0.011,-9.833
0.054,-0.04,-9.874
0.021,-0.019,-9.864
0.034,-0.046,-9.89
0.032,-0.043,-9.862
0.046,-0.049,-9.847
0.038,-0.062,-9.837
0.016,-0.001,-9.946
0.022,-0.053,-9.923
0.026,-0.036,-9.835
0.019,-0.024,-9.868
0.029,-0.043,-9.897
0.021,-0.039,-9.849
0.029,-0.04,-9.864
0.046,-0.064,-9.882
0.043,-0.036,-9.823
0.037,-0.079,-9.82
0.018,-0.039,-9.908
0.021,-0.029,-9.824
0.006,-0.021,-9.841
-0.006,0.006,-9.891
0.017,-0.006,-9.901
0.021,-0.037,-9.87
0.012,-0.013,-9.896
0.024,-0.024,-9.859
0.022,-0.018,-9.826
0.005,0.026,-9.9
0.01,-0.018,-9.878
0.007,-0.031,-9.841
0.049,-0.022,-9.905
0.032,-0.042,-9.831
0.008,-0.014,-9.876
0.014,-0.021,-9.886
0.032,-0.043,-9.869
0.002,-0.016,-9.842
0.041,-0.032,-9.857
0.055,-0.053,-9.876
0.026,-0.01,-9.893
0.039,-0.076,-9.89
0.048,-0.05,-9.924
0.001,-0.001,-9.863
0.059,-0.044,-9.919
0.024,-0.031,-9.927
0.009,-0.002,-9.857
0.006,0.021,-9.898
0.051,-0.071,-9.88
0.011,-0.024,-9.846
-0.004,0.002,-9.858
0.049,-0.081,-9.866
0.04,-0.04,-9.859
0.014,-0.016,-9.869
0.034,-0.046,-9.828
0.032,-0.059,-9.853
0.03,0.008,-9.869
0.038,-0.069,-9.837
0.007,-0.059,-9.878
0.027,-0.037,-9.901
0.021,-0.02,-9.853
0.045,-0.067,-9.853
0.034,-0.042,-9.849
0.015,-0.04,-9.865
-0.002,-0.01,-9.871
0.006,-0.032,-9.873
0.003,-0.024,-9.889
0.009,-0.049,-9.876
0.017,-0.026,-9.893
0,-0.012,-9.825
0.022,-0.047,-9.927
0.016,0.002,-9.878
0.031,-0.046,-9.846
0.022,-0.007,-9.882
0.037,-0.046,-9.897
0.002,-0.011,-9.902
0.027,-0.019,-9.857
-0.004,-0.01,-9.9
0.052,-0.074,-9.893
0.039,-0.038,-9.93
0.033,-0.037,-9.86
0.015,-0.002,-9.894
0.027,-0.069,-9.855
0.013,-0.034,-9.882
0.024,-0.034,-9.831
-0.002,-0.027,-9.858
-0.002,0.03,-9.887
0.041,-0.049,-9.876
0.032,-0.029,-9.843
0.021,-0.054,-9.882
0.032,-0.04,-9.887
0.008,-0.021,-9.851
-0.001,0.038,-9.855
0.003,-0.016,-9.885
0,0.007,-9.822
0.037,-0.074,-9.825
0.031,-0.028,-9.851
0.01,-0.011,-9.877
0.024,-0.035,-9.864
-0.002,-0.004,-9.819
0.059,-0.069,-9.832
0.007,-0.008,-9.849
0.041,-0.064,-9.839
-0.023,0.039,-9.843
0.018,-0.01,-9.844
0.037,-0.056,-9.869
0.039,-0.033,-9.864
0.023,-0.025,-9.895
0.038,-0.017,-9.856
-0.016,0.003,-9.873
-0.009,0.032,-9.874
0.038,-0.064,-9.825
0.018,-0.012,-9.878
0.029,-0.026,-9.862
0.047,-0.052,-9.859
-0.009,0.009,-9.902
0.014,-0.024,-9.885
-0.003,-0.007,-9.888
0,0.004,-9.827
0.029,-0.037,-9.88
0.034,-0.024,-9.859
0.009,-0.008,-9.916
0.037,-0.027,-9.914
0.001,-0.016,-9.902
0.013,-0.004,-9.905
0.007,-0.013,-9.868
0.016,0,-9.841
0.021,-0.035,-9.852
0.019,-0.038,-9.835
0.049,-0.076,-9.852
0.016,-0.007,-9.877
-0.017,0.002,-9.906
0.029,-0.048,-9.893
0.009,-0.012,-9.942
0.03,-0.044,-9.871
0.029,-0.02,-9.873
-0.001,-0.02,-9.853
0.007,-0.004,-9.868
0.003,-0.032,-9.854
0.015,-0.019,-9.858
0.027,-0.025,-9.825
0.045,-0.064,-9.871
0.038,-0.028,-9.89
0.025,-0.026,-9.854
0.021,-0.016,-9.885
0.012,-0.037,-9.854
0.042,-0.053,-9.91
0.013,-0.014,-9.874
0.041,-0.034,-9.85
0.014,-0.06,-9.866
0.03,-0.038,-9.895
0.011,-0.041,-9.865
0.013,-0.027,-9.848
0.018,-0.023,-9.838
0.052,-0.078,-9.823
0.041,-0.039,-9.847
0.04,-0.056,-9.908
-0.007,0.011,-9.869
0.004,-0.024,-9.929
-0.004,0.008,-9.832
0.046,-0.068,-9.859
0.05,-0.065,-9.824
0.001,0.013,-9.893
-0.016,0.005,-9.86
0.041,-0.045,-9.912
0.008,-0.01,-9.842
0.041,-0.048,-9.882
0.02,-0.024,-9.856
0.013,-0.02,-9.868
-0.031,0.043,-9.839
0.017,-0.022,-9.85
0.043,-0.061,-9.893
0.025,-0.039,-9.894
0.01,-0.028,-9.889
-0.006,-0.015,-9.847
0.015,-0.029,-9.907
0.037,-0.045,-9.863
0.008,0.002,-9.898
0.011,-0.017,-9.842
0.021,-0.03,-9.895
0.029,-0.045,-9.896
-0.019,0.005,-9.876
0.041,-0.042,-9.882
0.027,-0.054,-9.829
0.006,0.005,-9.899
0.017,-0.024,-9.867
0.047,-0.045,-9.918
0.007,-0.001,-9.883
0.038,-0.03,-9.898
-0.006,0,-9.851
0.007,-0.004,-9.833
-0.002,-0.035,-9.868
0.013,0.02,-9.912
0.009,-0.027,-9.892
0.024,-0.016,-9.878
0.015,-0.038,-9.926
0.02,-0.036,-9.927
0.025,-0.06,-9.829
0.05,-0.048,-9.854
0.004,-0.002,-9.876
0.035,-0.043,-9.836
0.03,-0.004,-9.841
0.054,-0.027,-9.892
0.031,-0.044,-9.828
0.024,-0.026,-9.835
0.019,-0.055,-9.871
0.021,-0.044,-9.839
0.004,0.013,-9.868
0.019,-0.015,-9.841
0.022,-0.027,-9.893
0.063,-0.056,-9.85
0.016,-0.024,-9.906
0.028,-0.014,-9.866
0,-0.015,-9.864
0.033,-0.03,-9.914
0.008,-0.018,-9.882
0.028,-0.014,-9.844
0.001,-0.031,-9.849
0.013,-0.012,-9.853
-0.002,-0.001,-9.854
0.047,-0.014,-9.859
0.007,-0.021,-9.883
0.016,-0.025,-9.87
-0.014,-0.006,-9.881
0.029,-0.033,-9.851
0.053,-0.098,-9.841
0.03,-0.038,-9.826
-0.003,-0.003,-9.856
0.021,-0.034,-9.887
0.006,-0.028,-9.896
0.059,-0.047,-9.85
0.046,-0.063,-9.89
0.045,-0.037,-9.901
0.025,-0.021,-9.85
0.008,-0.007,-9.766
-0.02,0.008,-9.923
-0.003,-0.013,-9.8
0.04,-0.052,-9.78
0.031,-0.035,-9.858
0.027,-0.034,-9.893
0.056,-0.094,-9.902
0.017,-0.035,-9.89
0.033,-0.021,-9.819
0,-0.016,-9.839
0.023,-0.041,-9.868
0.001,-0.02,-9.836
0.046,-0.06,-9.835
0.021,-0.028,-9.868
0.001,0.005,-9.886
0.023,-0.03,-9.851
0.046,-0.034,-9.888
0.036,-0.059,-9.839
0.01,-0.044,-9.85
0.056,-0.053,-9.803
0.023,-0.026,-9.896
0.014,-0.018,-9.84
0.04,-0.054,-9.856
0.02,-0.051,-9.865
0.031,-0.051,-9.884
0.051,-0.092,-9.858
0.023,-0.028,-9.815
-0.006,0.001,-9.852
0.03,-0.023,-9.866
0.028,-0.009,-9.897
0.042,-0.063,-9.873
0.017,-0.03,-9.884
0.047,-0.036,-9.877
0.033,-0.049,-9.872
0.028,-0.044,-9.874
0.009,-0.034,-9.915
0.008,0,-9.883
0.033,-0.053,-9.876
0.045,-0.035,-9.893
0.012,-0.034,-9.852
0.014,-0.036,-9.888
0.005,-0.035,-9.847
0.005,0.004,-9.861
0.025,-0.04,-9.818
0.054,-0.06,-9.848
0.032,-0.069,-9.905
0.048,-0.048,-9.9
0.012,-0.027,-9.832
0.018,-0.047,-9.891
-0.015,-0.015,-9.862
0.041,-0.054,-9.85
0.034,-0.063,-9.851
-0.012,0.012,-9.858
0.062,-0.071,-9.836
0.003,-0.001,-9.844
-0.01,-0.06,-9.852
0.016,0,-9.901
0.05,-0.057,-9.881
0.046,-0.054,-9.823
0.038,-0.045,-9.93
0.049,-0.045,-9.895
0.002,-0.006,-9.913
0.028,-0.064,-9.878
0.039,-0.07,-9.814
0.049,-0.037,-9.907
0.041,-0.068,-9.896
0.03,-0.021,-9.893
0.025,-0.075,-9.823
0.033,-0.046,-9.847
0.013,-0.019,-9.818
0.002,0.004,-9.872
-0.008,0.001,-9.857
0.031,-0.033,-9.927
0.004,-0.011,-9.856
0.011,-0.018,-9.867
0.025,-0.03,-9.88
0.035,-0.03,-9.85
0.037,-0.042,-9.839
0.033,-0.035,-9.856
0.026,-0.032,-9.86
0.019,-0.016,-9.917
0.036,-0.047,-9.846
0.04,-0.055,-9.878
0.031,-0.033,-9.85
0.035,-0.053,-9.88
0.043,-0.056,-9.795
0.047,-0.047,-9.854
0.012,-0.023,-9.866
0.015,-0.021,-9.894
0.005,-0.022,-9.845
0.024,-0.025,-9.837
-0.023,-0.013,-9.895
0.034,-0.034,-9.82
0.022,-0.046,-9.84
0.031,-0.029,-9.935
-0.025,-0.018,-9.805
0.021,-0.024,-9.849
0.051,-0.065,-9.892
0.042,-0.085,-9.88
0.003,-0.027,-9.83
0.005,0.018,-9.899
0.022,-0.034,-9.844
0.023,-0.019,-9.814
0.022,-0.055,-9.857
0.038,-0.069,-9.891
0.01,-0.033,-9.874
0.006,-0.022,-9.854
0.018,-0.027,-9.851
0.03,-0.053,-9.877
0.026,-0.042,-9.891
0.043,-0.042,-9.804
0.019,-0.038,-9.857
0.028,-0.053,-9.795
-0.026,0.009,-9.9
0.033,-0.063,-9.891
0.037,-0.062,-9.861
-0.002,-0.03,-9.848
0.002,-0.01,-9.861
0.057,-0.07,-9.844
0,-0.029,-9.834
0.055,-0.045,-9.864
0.012,-0.007,-9.88
-0.002,-0.008,-9.858
0.049,-0.042,-9.87
0.028,-0.035,-9.844
0.019,-0.05,-9.856
0.032,-0.031,-9.868
0.006,0.013,-9.9
0.039,-0.06,-9.832
0.009,-0.013,-9.851
0.011,-0.013,-9.857
0.025,-0.051,-9.832
0.018,-0.04,-9.825
0.011,0.008,-9.873
0.036,-0.05,-9.862
0.015,-0.018,-9.883
0.035,-0.025,-9.892
-0.012,0.022,-9.848
0.015,-0.021,-9.868
0,0.005,-9.851
0.016,-0.03,-9.884
0.051,-0.087,-9.863
0.04,-0.051,-9.871
0.039,-0.058,-9.863
0.033,-0.07,-9.842
0.019,-0.014,-9.874
0.041,-0.058,-9.83
0.018,-0.044,-9.844
0.054,-0.043,-9.878
0.007,-0.019,-9.865
-0.002,-0.012,-9.861
-0.01,0.003,-9.849
0.016,-0.03,-9.87
0.01,-0.008,-9.798
-0.013,0.035,-9.826
0.002,-0.014,-9.885
0.012,-0.013,-9.853
0.03,-0.035,-9.868
0.035,-0.063,-9.841
0.027,-0.038,-9.851
0.015,-0.049,-9.873
0,0.001,-9.835
0.009,0.006,-9.814
0.023,-0.051,-9.878
0.016,0,-9.893
0.008,-0.021,-9.839
0.005,-0.013,-9.865
0.037,-0.055,-9.839
0.039,-0.038,-9.881
0.005,-0.018,-9.835
0.012,-0.023,-9.865
0.027,-0.05,-9.903
0.032,-0.045,-9.858
0.006,0.002,-9.815
0.006,0.022,-9.859
0.021,-0.06,-9.849
0.026,-0.024,-9.818
0.022,-0.039,-9.819
0.035,-0.019,-9.885
0.004,-0.007,-9.877
0.011,0,-9.839
0.012,-0.023,-9.893
0.033,-0.03,-9.843
0.026,-0.058,-9.884
0.011,-0.003,-9.857
0.003,-0.023,-9.87
0.043,-0.045,-9.815
-0.001,0.018,-9.853
0.041,-0.037,-9.897
-0.011,0.007,-9.855
0.032,-0.018,-9.868
0.032,-0.051,-9.883
0.038,-0.026,-9.822
0.023,-0.032,-9.878
0.017,-0.018,-9.873
0.013,-0.034,-9.904
0.009,-0.01,-9.893
0.019,-0.017,-9.853
-0.026,0.027,-9.852
0.014,-0.027,-9.912
0.047,-0.075,-9.893
0.047,-0.069,-9.906
0.018,-0.011,-9.907
-0.016,0.03,-9.9
0.019,-0.022,-9.833
0.018,-0.018,-9.885
0.041,-0.048,-9.827
0.027,-0.031,-9.859
0.042,-0.053,-9.872
0.006,-0.024,-9.901
0.029,0.001,-9.844
0.004,-0.036,-9.851
0.056,-0.045,-9.895
0.06,-0.091,-9.851
0.026,-0.005,-9.858
0.02,-0.019,-9.884
0.027,-0.037,-9.855
-0.005,-0.019,-9.875
0.031,-0.037,-9.867
0.031,-0.046,-9.862
0.029,-0.049,-9.879
0.024,-0.056,-9.886
0.029,-0.024,-9.841
-0.009,0.002,-9.85
0.024,-0.004,-9.837
0.015,-0.003,-9.858
0.042,-0.034,-9.828
-0.009,-0.001,-9.885
0.009,-0.007,-9.844
0.026,-0.059,-9.841
0.028,-0.043,-9.89
-0.012,0.012,-9.862
0.028,-0.033,-9.878
0.015,-0.029,-9.87
-0.005,0.009,-9.893
0.035,-0.021,-9.825
0.022,-0.022,-9.856
0.017,-0.025,-9.905
0.013,0.005,-9.884
0.026,-0.06,-9.863
0.004,0.001,-9.846
-0.014,0.021,-9.861
0.045,-0.055,-9.833
0.052,-0.065,-9.869
0.001,0.015,-9.837
0.027,-0.013,-9.909
0.031,-0.011,-9.925
0.009,-0.029,-9.855
0.047,-0.072,-9.857
0.013,-0.03,-9.875
0.028,-0.035,-9.844
0.004,-0.001,-9.832
0.051,-0.027,-9.88
0.005,-0.032,-9.855
0.037,-0.01,-9.856
0.027,-0.047,-9.867
0.041,-0.084,-9.903
0.043,-0.071,-9.864
0.017,-0.032,-9.849
0.018,-0.024,-9.876
0.01,-0.018,-9.887
-0.006,0.005,-9.879
0.03,-0.035,-9.861
0.024,-0.037,-9.858
0.016,0.021,-9.881
0.018,-0.024,-9.902
0.025,-0.023,-9.865
0.035,-0.038,-9.889
0.044,-0.025,-9.886
0.001,0.003,-9.919
0.045,-0.042,-9.807
0.041,-0.056,-9.825
-0.004,0.019,-9.852
-0.004,-0.023,-9.835
-0.007,0.018,-9.903
0.015,-0.031,-9.913
-0.011,0.021,-9.885
0.015,0.001,-9.843
0.012,-0.039,-9.846
-0.004,-0.004,-9.842
0.038,-0.022,-9.864
0.015,-0.016,-9.854
0.013,-0.011,-9.804
0.025,-0.006,-9.85
0.062,-0.073,-9.844
0.045,-0.066,-9.868
0.027,-0.024,-9.843
-0.004,-0.009,-9.859
0.031,-0.025,-9.914
0.015,-0.008,-9.885
0.022,-0.019,-9.94
0.041,-0.054,-9.836
0.029,-0.014,-9.934
0.051,-0.096,-9.888
0.024,-0.029,-9.924
0.055,-0.075,-9.878
0.04,-0.044,-9.868
0.04,-0.054,-9.884
0.035,-0.048,-9.883
0.027,-0.021,-9.847
0.035,-0.007,-9.94
0,-0.008,-9.877
0.039,-0.044,-9.862
0.003,0.006,-9.867
0.061,-0.095,-9.858
0.009,-0.003,-9.871
0.033,-0.024,-9.922
0.034,-0.045,-9.876
0.037,-0.037,-9.855
0.008,0.018,-9.877
0.03,-0.017,-9.915
0.028,-0.029,-9.841
-0.021,0.001,-9.906
0.037,-0.057,-9.859
-0.006,0.038,-9.872
0.041,-0.085,-9.818
0.011,-0.046,-9.814
-0.025,0.006,-9.874
0.031,-0.028,-9.897
0.023,-0.072,-9.906
0.007,-0.013,-9.897
-0.009,-0.024,-9.868
0.019,-0.021,-9.919
0.027,-0.034,-9.817
0.027,-0.014,-9.864
-0.001,-0.024,-9.862
-0.002,0.001,-9.894
0.003,0.006,-9.901
0.027,-0.053,-9.832
0.016,-0.023,-9.842
0.015,-0.026,-9.891
0.02,-0.045,-9.896
0.029,-0.024,-9.886
0.018,-0.037,-9.859
0.009,-0.008,-9.834
0.012,0.006,-9.928
0.013,-0.006,-9.887
0,-0.001,-9.865
0.011,-0.01,-9.853
0.01,-0.001,-9.861
0.013,-0.042,-9.914
0.033,-0.062,-9.903
0.013,0.005,-9.877
0,-0.032,-9.917
0.027,-0.036,-9.861
0.011,-0.031,-9.809
0.007,-0.002,-9.874
0.018,-0.036,-9.902
0.036,-0.045,-9.889
0.01,-0.009,-9.866
0.026,-0.006,-9.905
0.017,-0.025,-9.856
0.044,-0.052,-9.903
0.03,-0.049,-9.827
-0.001,0.024,-9.863
0.054,-0.085,-9.876
0.046,-0.042,-9.847
0.005,-0.016,-9.881
0.014,-0.037,-9.878
0.045,-0.08,-9.896
0.032,-0.029,-9.844
0.005,-0.036,-9.887
0.013,0.005,-9.887
0.049,-0.085,-9.886
0.024,-0.022,-9.9
0.019,-0.061,-9.855
0.024,-0.04,-9.849
-0.009,0.012,-9.851
0.027,-0.029,-9.836
0.005,-0.021,-9.826
0.039,-0.054,-9.839
0.017,-0.053,-9.856
0.052,-0.035,-9.833
0.022,-0.022,-9.833
0.026,-0.022,-9.826
0.004,-0.019,-9.889
0.017,-0.001,-9.844
0.032,-0.057,-9.914
0.013,-0.025,-9.852
-0.017,0.009,-9.856
0.021,-0.004,-9.924
0.055,-0.071,-9.886
0.015,0.007,-9.878
0.022,-0.02,-9.9
0.047,-0.063,-9.899
0.002,-0.015,-9.844
0.017,0.001,-9.872
0.021,-0.025,-9.868
0.015,-0.023,-9.859
0.033,-0.024,-9.881
0.015,-0.027,-9.846
0.014,-0.058,-9.855
0.016,-0.028,-9.898
0.038,-0.029,-9.874
0.06,-0.073,-9.931
0.033,-0.055,-9.837
0.002,0.013,-9.875
0.017,-0.015,-9.874
0.011,-0.007,-9.881
0.008,-0.013,-9.877
0.021,-0.006,-9.849
0.016,-0.056,-9.915
0.025,-0.02,-9.891
0.005,-0.011,-9.859
0.014,-0.024,-9.872
0.001,0.006,-9.864
0.056,-0.067,-9.9
0.03,-0.076,-9.852
-0.008,0.006,-9.871
-0.018,-0.013,-9.881
0.023,-0.02,-9.831
0.026,-0.032,-9.946
0.03,-0.033,-9.902
0.017,-0.042,-9.868
0.022,-0.054,-9.884
0.018,-0.016,-9.902
0.019,-0.019,-9.889
0.011,-0.027,-9.915
-0.003,-0.015,-9.844
0.019,-0.049,-9.914
0.021,-0.032,-9.882
-0.01,-0.007,-9.842
0.016,-0.016,-9.852
0.024,-0.049,-9.857
0.007,0.007,-9.847
0.012,-0.033,-9.857
0.03,-0.018,-9.854
0.008,-0.033,-9.822
0.006,-0.007,-9.876
-0.005,0.013,-9.878
0.006,-0.011,-9.851
0.019,-0.036,-9.841
-0.008,-0.017,-9.905
0.023,-0.055,-9.892
0.005,0,-9.875
0.03,-0.024,-9.844
0.025,-0.025,-9.889
0.016,-0.026,-9.91
-0.015,0.02,-9.924
0.04,-0.021,-9.841
0.039,-0.051,-9.866
0.002,-0.033,-9.843
0.023,-0.045,-9.869
0.004,-0.025,-9.864
0.047,-0.057,-9.858
-0.011,-0.029,-9.834
0.016,-0.008,-9.877
-0.001,0.003,-9.86
0.028,-0.045,-9.864
0.013,-0.001,-9.831
0.012,-0.029,-9.901
0.051,-0.081,-9.86
-0.002,-0.009,-9.831
0.007,-0.025,-9.879
0.005,-0.006,-9.889
0,-0.017,-9.898
-0.018,0.009,-9.868
-0.004,0.017,-9.856
0.05,-0.084,-9.879
0.013,-0.017,-9.882
0.028,-0.023,-9.824
0.034,-0.062,-9.82
0.038,-0.04,-9.868
0.027,-0.055,-9.897
0.036,-0.035,-9.826
0.015,-0.041,-9.834
0.001,0.003,-9.852
0.021,-0.028,-9.889
0.033,-0.063,-9.838
-0.002,-0.013,-9.813
-0.001,-0.008,-9.854
0.005,-0.025,-9.904
0.025,-0.023,-9.847
0.006,-0.006,-9.865
0.016,-0.023,-9.869
0.023,-0.021,-9.861
0.031,-0.032,-9.894
0.003,-0.026,-9.86
0.029,-0.042,-9.829
0.006,-0.018,-9.831
0.011,0.008,-9.895
0.025,-0.053,-9.848
0.036,-0.031,-9.883
0.033,-0.031,-9.852
-0.011,0.023,-9.857
0.023,-0.034,-9.846
0.052,-0.072,-9.837
0.014,-0.019,-9.822
0.011,-0.06,-9.832
-0.013,0.001,-9.856
0.011,-0.019,-9.858
-0.019,0.002,-9.882
0.011,-0.011,-9.813
0.016,-0.044,-9.847
0.014,-0.028,-9.896
0.035,-0.043,-9.899
-0.009,0.009,-9.873
0.01,-0.02,-9.853
0.046,-0.056,-9.867
0.014,-0.041,-9.884
0.017,-0.032,-9.838
0.035,-0.036,-9.864
0.033,-0.053,-9.894
0.013,-0.028,-9.853
0.012,-0.023,-9.903
0.005,-0.018,-9.842
0.014,0.001,-9.835
0.031,-0.043,-9.837
0.033,-0.034,-9.873
-0.008,-0.01,-9.867
0.035,-0.04,-9.899
0.024,-0.013,-9.918
0.041,-0.037,-9.873
-0.012,0.005,-9.855
0.032,-0.019,-9.903
-0.001,-0.017,-9.845
0.065,-0.073,-9.842
0.012,-0.019,-9.899
0.016,0.012,-9.899
-0.009,0.027,-9.866
-0.009,0.016,-9.85
0.032,-0.04,-9.859
0.038,-0.055,-9.867
0.008,-0.017,-9.892
0.023,-0.013,-9.878
0.024,-0.032,-9.841
-0.001,0.02,-9.858
0.01,-0.032,-9.869
0.027,-0.033,-9.835
0.042,-0.045,-9.855
0.016,-0.038,-9.878
0.026,-0.064,-9.849
0.006,-0.036,-9.885
0.011,-0.02,-9.871
0.059,-0.068,-9.877
0.019,-0.032,-9.81
0.046,-0.047,-9.878
0.011,-0.023,-9.89
0.031,-0.037,-9.874
0.032,-0.033,-9.848
-0.011,0.004,-9.857
0.012,-0.009,-9.82
0.02,-0.013,-9.859
0.008,0.016,-9.835
0.05,-0.076,-9.862
0.007,-0.023,-9.882
-0.007,0.023,-9.895
-0.005,-0.035,-9.887
0.025,-0.044,-9.795
0.004,-0.006,-9.861
